client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18633574.mp3	Die meisten Menschen suchen irgendwann den Sinn des Lebens.	1	0	thirties	male	Deutschland Deutsch	de	
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18633609.mp3	Es erfordert Mut, anders zu sein, als es die anderen wollen.	0	1	thirties	male	Deutschland Deutsch	de	
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18633627.mp3	Mitglieder des Betriebsrats sind unkündbar.	1	0	thirties	male	Deutschland Deutsch	de	
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18633764.mp3	Wer möchte Kuchen?	1	0	thirties	male	Deutschland Deutsch	de	
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18633816.mp3	Einfach nicht nach unten schauen.	1	0	thirties	male	Deutschland Deutsch	de	
30729feaf1252ff141296cf963a7d6304c64d469abe131a444857153f6a156c635e91bb288d1ce2505a3a70d5624889729ce13abcf9ef614082ad542a5cae05f	common_voice_de_18634064.mp3	Und das ist der Punkt, ab dem es gefährlich wird.	1	0				de	
30729feaf1252ff141296cf963a7d6304c64d469abe131a444857153f6a156c635e91bb288d1ce2505a3a70d5624889729ce13abcf9ef614082ad542a5cae05f	common_voice_de_18634122.mp3	Mein Alter war zu knauserig, um echtes Purpur zu bezahlen.	1	0				de	
d12b2fa805d3ff79246d808ee069e733587b596835593dbec5a070d62bebeebb51bf2210ea44690202828ec5d3060871a7b8a8f268a45c35b739249c3de44a06	common_voice_de_18634162.mp3	Warum soll immer ich wissen, wann deine Verwandten Geburtstag haben?	1	0	thirties	male	Deutschland Deutsch	de	
86d583c61907752d30419a64b4c1d592b8325139c8a5b3cca154fc6b0e90e2f75143b881242e850b91fd6333d91dbefa776ff0c3153d8742a502af7f5f7733e2	common_voice_de_18634213.mp3	Weil das Gewinde kaputt ist, wird eine Kontermutter auf der Gegenseite benötigt.	1	0	twenties	male	Deutschland Deutsch	de	
86d583c61907752d30419a64b4c1d592b8325139c8a5b3cca154fc6b0e90e2f75143b881242e850b91fd6333d91dbefa776ff0c3153d8742a502af7f5f7733e2	common_voice_de_18634230.mp3	Kann ich euch Hagebuttentee anbieten?	1	0	twenties	male	Deutschland Deutsch	de	
86d583c61907752d30419a64b4c1d592b8325139c8a5b3cca154fc6b0e90e2f75143b881242e850b91fd6333d91dbefa776ff0c3153d8742a502af7f5f7733e2	common_voice_de_18634248.mp3	Irgendwann ist auch mal Schluss.	1	0	twenties	male	Deutschland Deutsch	de	
181b7cb3107488f182de015d90e3c0e184f86f367592fe621f4d748bb1ca5b8ecfb7d1254a111723932eb241cf3b3b7e2cc29f5c39b2b5c8363a654b45a90135	common_voice_de_18635743.mp3	Diese wurde in Österreich in Wien gegründet und besteht noch heute.	1	0	fourties	male	Deutschland Deutsch	de	
89bb5eca74640e669198cba17e3c16422edd9c4202550f566ce0c756cf68b0d5d106a29585046b1fec2b7831d205612d8fc02ed68a85d59c36a9e15071685582	common_voice_de_18635907.mp3	Welches Brot hätten Sie gern?	1	0	fifties	male	Deutschland Deutsch	de	
60bd7e0d06aa81d06c99fff3f76e20ce395ded27fcf9e3184cc0e0edbfd775836aa5cc1cac3c51eac61fdddbe32a3e60e58c4d6e1c0d5b96a567532c0b8029b5	common_voice_de_18636120.mp3	Frau Knolle hat bestimmt etwas Vaseline für dich.	1	0				de	
55ff5d0a310c48f1036cec2dacdd9e2ea0885e340a82c5a93f81f108f32bad9d7d2fb007754b2b490d15d38ef8b4fa8c214d65c63a6f12a0c30217944c286e2a	common_voice_de_18637650.mp3	Ein Riss in der Membran hat die Probleme verursacht.	1	0				de	
55ff5d0a310c48f1036cec2dacdd9e2ea0885e340a82c5a93f81f108f32bad9d7d2fb007754b2b490d15d38ef8b4fa8c214d65c63a6f12a0c30217944c286e2a	common_voice_de_18637654.mp3	Wo Licht ist, ist auch Schatten.	1	0				de	
55ff5d0a310c48f1036cec2dacdd9e2ea0885e340a82c5a93f81f108f32bad9d7d2fb007754b2b490d15d38ef8b4fa8c214d65c63a6f12a0c30217944c286e2a	common_voice_de_18637677.mp3	Das weckt Kindheitserinnerungen.	1	0				de	
522a76410fd634f4ef96b2d58b58577e5a2567897ffdc8c51987297e1d9e2ec6dbf372724226aee1b1b482268c43e441db1f1395c37dbbbd5f509f09288e4684	common_voice_de_18638271.mp3	Aber in der Regel ist die Anzeige relativ präzise.	1	0	fourties	female		de	
fc068c3b4fc499670daf95193ea83983565219134d8d5a5e6227b98d6b7198ced6b962e7da5d4456265f665c614d1a01d5276efdfc4fc016966ecd5689baf23e	common_voice_de_18675771.mp3	Das ist eine Grundvoraussetzung.	1	0	teens	male	Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19357645.mp3	Für diese Aufgaben sind sie mit ihrer mehrfach angepassten und erweiterten Ausrüstung gut geeignet.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19357646.mp3	Gedreht wurde er vom Regisseur Jerzy Kawalerowicz nach dem gleichnamigen Roman von Bolesław Prus.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19357647.mp3	Minute erzielte Andy Selva sogar den Anschlusstreffer für San Marino.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19357648.mp3	Murr verfügt über eine eigene Grundschule und drei Kindergärten.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19357649.mp3	Über weite Strecken kann die Metnitz als natürlich bis naturnah bezeichnet werden.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
f72f89d5d6c9105fe7ed3e20ffe12fb691c44ac0b37170ffa7206d27b654c689fbdb8f3ef4ccae509b6e389dab345a17bf84fad4fdea0f04eec57f32ee509ce7	common_voice_de_19412053.mp3	Es dauerte einige Zeit, bis die Idee wieder aufgegriffen wurde.	1	0	thirties	male	Deutschland Deutsch	de	
5a989dc0e96742876791847d1130355134eb115f4e36ee8aa309c1943a8c7e446c8af50281f42fa92b72bfd8feef9e4e8aa0c7b0485e19c26107bc9f2f1043f7	common_voice_de_19417383.mp3	Es schließt sich die Ortsumgehung von Langenweddingen an.	1	0				de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19441436.mp3	Beide wurden in den Kerker geworfen, nach kurzer Zeit jedoch wieder entlassen.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19441437.mp3	Da dies allein nicht ausreicht, werden zusätzlich Werbebanner und Pop-ups geschaltet.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19441438.mp3	Vor allem der Einsatz von ‚Stan’ Libuda zahlte sich aus.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19441440.mp3	Amphibole bilden eindimensionale Bänder.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_de_19441442.mp3	Händler lebt in Regensburg und München.	0	0	fourties	male	Nordrhein-Westfalen,Bundesdeutsch, Hochdeutsch,Deutschland Deutsch	de	
533fb78848136bffd340b97cae9d3d44c64c3c0b4e75da19657c2d1cc1bd23a18e1c1e62fd7559aa1078ae99d70995c41213175f2afbf20b0c185820a249e8b2	common_voice_de_19449949.mp3	Nach seinem Tod wurde in Graz eine Straße nach ihm benannt.	1	0				de	
8b45a4c45469193cc5890326eab60852bee3e72e2f894e7ccb04a2835fb8aff54aacec77593696dd3a8a3b5ef8542a61f8d09f871ad5f9d5d9c25f49675d5666	common_voice_de_19456020.mp3	Tatsächlich wurden die Zapatisten ein Katalysator für soziale Bewegungen auf der ganzen Welt.	0	1	sixties	male		de	
6b1244f4045606821e76a3556550e193a423a80188f68d0e2ef821a3ceba718d1dc724861dc1f3a677e2b3d616e7d23383c4ec435987ba37ab44979e218b388f	common_voice_de_19456221.mp3	Die gekreuzten Streitkolben wurden dem Wappen der Forstmeister von Lebenhan-Rotenkolben entnommen.	1	1	teens	male	Deutschland Deutsch	de	
a79cbe4bac5633d9c5bc46c42709df236bc755815ce6d810efc44394a6cd447ce90233c5dfecf2af6cfc0b4bc69b2f3555f9de3c640c65b8b30a1145ca7c1769	common_voice_de_19457372.mp3	Abgerundet wird das Lied von einem Gebet für die Gefallenen.	1	0	fourties	male	Deutschland Deutsch	de	
70aa4ff1b730c79db0f9c38df54860fe99ce0eaa5457cbe0df4fba6af331809737337e17b24f3f41aa1a694b4e723258aefc30385b0095703cd967e0af8ff90e	common_voice_de_19457405.mp3	Nicht bekannt ist, ob die Talsperre Görsbach tatsächlich gebaut wurde.	1	0				de	
70aa4ff1b730c79db0f9c38df54860fe99ce0eaa5457cbe0df4fba6af331809737337e17b24f3f41aa1a694b4e723258aefc30385b0095703cd967e0af8ff90e	common_voice_de_19457417.mp3	Er unterrichtet zeitweise freiberuflich und in loser Folge an zwei Musikschulen in Los Angeles.	1	1				de	
70aa4ff1b730c79db0f9c38df54860fe99ce0eaa5457cbe0df4fba6af331809737337e17b24f3f41aa1a694b4e723258aefc30385b0095703cd967e0af8ff90e	common_voice_de_19457437.mp3	Zudem sollen sie inspirierende Vorbilder darstellen.	1	0				de	
70aa4ff1b730c79db0f9c38df54860fe99ce0eaa5457cbe0df4fba6af331809737337e17b24f3f41aa1a694b4e723258aefc30385b0095703cd967e0af8ff90e	common_voice_de_19457470.mp3	Dann beendete die Große Depression seine kurze Karriere.	1	0				de	
69cee5ed2106cbe0238c7c0a6bc1e619f6ee6171b35758328af42d1387d3d0a86fd182c009bf8aba0dc06141acb1fa26a51a4929977009ff29cf394fe671e190	common_voice_de_19457681.mp3	Das Drehbuch basiert auf dem gleichnamigen Roman von Max Evans.	1	0				de	
69cee5ed2106cbe0238c7c0a6bc1e619f6ee6171b35758328af42d1387d3d0a86fd182c009bf8aba0dc06141acb1fa26a51a4929977009ff29cf394fe671e190	common_voice_de_19457705.mp3	Seine Werke behandeln oftmals Themen des menschlichen Leidens, Invalidität, Gewalt und Tod.	1	0				de	
69cee5ed2106cbe0238c7c0a6bc1e619f6ee6171b35758328af42d1387d3d0a86fd182c009bf8aba0dc06141acb1fa26a51a4929977009ff29cf394fe671e190	common_voice_de_19457709.mp3	Seine Schwester starb als Säugling, als Bodo Wartke drei Jahre alt war.	1	1				de	
69cee5ed2106cbe0238c7c0a6bc1e619f6ee6171b35758328af42d1387d3d0a86fd182c009bf8aba0dc06141acb1fa26a51a4929977009ff29cf394fe671e190	common_voice_de_19457904.mp3	Bei diesem Zeitschriften-Konzept stehen die Bilder im Vordergrund.	1	0				de	
69cee5ed2106cbe0238c7c0a6bc1e619f6ee6171b35758328af42d1387d3d0a86fd182c009bf8aba0dc06141acb1fa26a51a4929977009ff29cf394fe671e190	common_voice_de_19457911.mp3	Sein Lehrauftrag befasste sich mit „Ästhetischen Medientheorien“.	1	0				de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458055.mp3	Erhalten sind zwei Foren, mehrere Basiliken, Tempel, christliche Kirchen, Triumphbögen und reich ausgestattete Privathäuser.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458058.mp3	Damit kann die Software bei den meisten Linuxdistributionen problemlos installiert werden.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458077.mp3	Neben Baustoffen werden hier Industriegüter umgeschlagen.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458084.mp3	Die Euroregion Pro Europa Viadrina soll einen Weg für die künftige gemeinsame Entwicklung aufzeigen.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458086.mp3	Die Entdeckungen entsprechen einer Skizze, die Kretschmar veröffentlicht hat.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458106.mp3	Stammliste der Könige der Langobarden	0	1	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458107.mp3	Es verblieb der Streckenabschnitt über den Sherman Hill von Green River nach Cheyenne.	1	0	twenties	male	Deutschland Deutsch	de	
1ac368949d3de81ee0e96d2a94778dff8f5f0bf5e64182827faf69388329cb4cb839a358518887b706819a3166ad26dde69abb2cae6458348c63b5ad6c956627	common_voice_de_19458122.mp3	Rex Walheim ist verheiratet und hat zwei Kinder.	1	1	twenties	male	Deutschland Deutsch	de	
952757f802e8deadcca15012c4254ac04ca600312b6a3faad4dcc4146690c29f92e429444f84b3e33a83ec34c3cc1774209e85dbccd284ea04943fe7a2468c37	common_voice_de_19458919.mp3	Die Flucht führte ihn auch nach Anuradhapura, das zuvor noch kein Europäer gesehen hatte.	1	0				de	
952757f802e8deadcca15012c4254ac04ca600312b6a3faad4dcc4146690c29f92e429444f84b3e33a83ec34c3cc1774209e85dbccd284ea04943fe7a2468c37	common_voice_de_19458921.mp3	Es ist unter dem Namen "The Devil Whiskey" erhältlich.	1	0				de	
952757f802e8deadcca15012c4254ac04ca600312b6a3faad4dcc4146690c29f92e429444f84b3e33a83ec34c3cc1774209e85dbccd284ea04943fe7a2468c37	common_voice_de_19458930.mp3	Das Radiostudio befand sich im Keller der Schule.	1	0				de	
0e53612cdb133e2dc39f2cfa6b6b5d65976055a4fedc0b0eeea56f4f734d5746961a5561e5ede5d31daf02658f8ef2b9ee1ab922179fc9d7bede39adf26ddf2c	common_voice_de_19460932.mp3	Dort konzentriert er sich auf seine Volleyballnachwuchs-Akademie, die Karch Kiraly Volleyball Academy.	1	1				de	
a79cbe4bac5633d9c5bc46c42709df236bc755815ce6d810efc44394a6cd447ce90233c5dfecf2af6cfc0b4bc69b2f3555f9de3c640c65b8b30a1145ca7c1769	common_voice_de_19461875.mp3	Für die Österreichische Post und die Postverwaltung der Vereinten Nationen entwarf er zudem Briefmarken.	1	0	fourties	male	Deutschland Deutsch	de	
a79cbe4bac5633d9c5bc46c42709df236bc755815ce6d810efc44394a6cd447ce90233c5dfecf2af6cfc0b4bc69b2f3555f9de3c640c65b8b30a1145ca7c1769	common_voice_de_19461876.mp3	Dieser sogenannte Strömungsabriss kann zum Absturz des Fluggeräts führen.	1	0	fourties	male	Deutschland Deutsch	de	
151fcb1168f41a51c49e20b426605109e1d9dd50be2926aa9878040fe325eba2f2c470357a735e9e24b7412e78e2550a8fbd0ea77fed80e4d8f50a21f2064948	common_voice_de_19462264.mp3	Einer seiner Geschäftspartner ist der American-Football-Spieler Mitch Berger.	1	0	twenties	male		de	
151fcb1168f41a51c49e20b426605109e1d9dd50be2926aa9878040fe325eba2f2c470357a735e9e24b7412e78e2550a8fbd0ea77fed80e4d8f50a21f2064948	common_voice_de_19462271.mp3	Nach der Paarung legt das Weibchen die Eier in Pflanzenstängel.	1	1	twenties	male		de	
